country,country/region,select_investors,company_link,img_src,company,valuation_currency,valuation,funding,company_cleaned
United States,North America,SoftBank Vision Fund,https://www.crunchbase.com/organization/m1-finance,https://images.crunchbase.com/image/upload/t_cb-default-original/iglrzcdszgfy7y9bejv8,M1 Holdings,B,1,323,M1 HOLDINGS
United States,North America,General Atlantic,https://www.crunchbase.com/organization/amagi-media-labs,https://images.crunchbase.com/image/upload/t_cb-default-original/ycmsuqn3rddyykb13keq,Amagi Media Labs,B,1,322,AMAGI MEDIA LABS
China,Asia,Baidu,https://www.crunchbase.com/organization/coocaa,https://images.crunchbase.com/image/upload/t_cb-default-original/jurrd9ylzekcjivsbyxq,Coocaa,B,1,218,COOCAA
China,Asia,CITIC Capital Holdings,https://www.crunchbase.com/organization/t3-mobile-travel-services,https://images.crunchbase.com/image/upload/t_cb-default-original/c3ddhrqlknxemqlrzxyk,T3 Mobile Travel Services,B,1,3,T3 MOBILE TRAVEL SERVICES
China,Asia,Tencent,https://www.crunchbase.com/organization/seasun,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Seasun Games,B,1,142,SEASUN GAMES
France,Europe,Molten Ventures,https://www.crunchbase.com/organization/ledger-2,https://images.crunchbase.com/image/upload/t_cb-default-original/od8xgfxebe0ewce9defw,Ledger,B,1,575,LEDGER
China,Asia,Sparkedge Capital,https://www.crunchbase.com/organization/ryefield-energy,https://images.crunchbase.com/image/upload/t_cb-default-original/ecoiley7x5rmfwspxtfi,Ryefield Energy,B,1,142,RYEFIELD ENERGY
China,Asia,Ping An Capital,https://www.crunchbase.com/organization/soterea,https://images.crunchbase.com/image/upload/t_cb-default-original/uksvlbk3icf8kd7heg2c,Soterea,B,1,204,SOTEREA
China,Asia,,https://www.crunchbase.com/organization/bordrin-motors,https://images.crunchbase.com/image/upload/t_cb-default-original/m8wbjit93fcuezf1jmdf,Bordrin Motors,B,1,362,BORDRIN MOTORS
India,Asia,MacRitchie Investments,https://www.crunchbase.com/organization/first-principles-labs-technologies,https://images.crunchbase.com/image/upload/t_cb-default-original/i2az0z0grrgadigtbraz,FPL Technologies,B,1,225,FPL TECHNOLOGIES
United Kingdom,Europe,Kohlberg Kravis Roberts,https://www.crunchbase.com/organization/paddle,https://images.crunchbase.com/image/upload/t_cb-default-original/qqgkeye9spyqknpdssk9,Paddle,B,1,293,PADDLE
South Korea,Asia,Bond,https://www.crunchbase.com/organization/bucketplace,https://images.crunchbase.com/image/upload/t_cb-default-original/i5qpnm9wxwukdl1dlka2,OHouse,B,1,261,OHOUSE
United States,North America,UBS,https://www.crunchbase.com/organization/wealthfront,https://images.crunchbase.com/image/upload/t_cb-default-original/ervzzs14kna4vgldotm9,Wealthfront,B,1,205,WEALTHFRONT
United States,North America,MUFG Bank,https://www.crunchbase.com/organization/liquidity-capital,https://images.crunchbase.com/image/upload/t_cb-default-original/duic8t9nylk1hdk499yd,LIQUiDITY Group,B,1,114,LIQUIDITY GROUP
,,Science,https://www.crunchbase.com/organization/liquid-death-mountain-water,https://images.crunchbase.com/image/upload/t_cb-default-original/vuhy7slp2oyazh48nqg6,Liquid Death,B,1,261,LIQUID DEATH
Israel,Asia,Comcast Ventures,https://www.crunchbase.com/organization/ai21,https://images.crunchbase.com/image/upload/t_cb-default-original/bkrnz0uvxx4kvojj0gao,AI21 Labs,B,1,327,AI21 LABS
Israel,Asia,Intel Capital,https://www.crunchbase.com/organization/ai21,https://images.crunchbase.com/image/upload/t_cb-default-original/bkrnz0uvxx4kvojj0gao,AI21 Labs,B,1,327,AI21 LABS
Indonesia,Asia,G42 Expansion Fund,https://www.crunchbase.com/organization/efishery,https://images.crunchbase.com/image/upload/t_cb-default-original/g63vrirbawxigi2yjamc,eFishery,B,1,310,EFISHERY
United States,North America,Coatue,https://www.crunchbase.com/organization/cyera,https://images.crunchbase.com/image/upload/t_cb-default-original/rgyjxruk2nqrom9hiz6g,Cyera,B,1,465,CYERA
Germany,Europe,Balderton Capital,https://www.crunchbase.com/organization/scalable-capital,https://images.crunchbase.com/image/upload/t_cb-default-original/jywax8l5zomvgm3ymoq8,Scalable Capital,B,1,379,SCALABLE CAPITAL
United States,North America,Tiger Global Management,https://www.crunchbase.com/organization/gupshup-technology-india-pvt-ltd,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",GupShup,B,1,484,GUPSHUP
United States,North America,SoftBank Vision Fund,https://www.crunchbase.com/organization/clarify-health-solutions,https://images.crunchbase.com/image/upload/t_cb-default-original/puqbektrgjashmfo3u66,Clarify Health Solutions,B,1,328,CLARIFY HEALTH SOLUTIONS
India,Asia,Mando Corporation,https://www.crunchbase.com/organization/faaso-s,https://images.crunchbase.com/image/upload/t_cb-default-original/rdtycszowxwvjww6lvwp,Rebel Foods,B,1,514,REBEL FOODS
United States,North America,Thoma Bravo,https://www.crunchbase.com/organization/figment-networks,https://images.crunchbase.com/image/upload/t_cb-default-original/wum9cvcvq9cqu74t00hp,Figment,B,1,164,FIGMENT
United States,North America,Shopify,https://www.crunchbase.com/organization/yotpo,https://images.crunchbase.com/image/upload/t_cb-default-original/ovs50claenchnheohzm9,Yotpo,B,1,436,YOTPO
United States,North America,Coatue,https://www.crunchbase.com/organization/panther-labs,https://images.crunchbase.com/image/upload/t_cb-default-original/lbhvh7dkujorzvdy6cnf,Panther,B,1,141,PANTHER
United States,North America,Vista Credit Partners,https://www.crunchbase.com/organization/videoamp,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",VideoAmp,B,1,532,VIDEOAMP
United States,North America,CrowdStrike Falcon Fund,https://www.crunchbase.com/organization/saltsecurity,https://images.crunchbase.com/image/upload/t_cb-default-original/pacbd6c3hceag39c2d4v,Salt Security,B,1,271,SALT SECURITY
United States,North America,Brookfield Growth,https://www.crunchbase.com/organization/envoy,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Envoy,B,1,170,ENVOY
Belgium,Europe,Alkeon Capital,https://www.crunchbase.com/organization/deliverect,https://images.crunchbase.com/image/upload/t_cb-default-original/rpgsaioxf4nmvqq0akrm,Deliverect,B,1,237,DELIVERECT
Belgium,Europe,Coatue,https://www.crunchbase.com/organization/deliverect,https://images.crunchbase.com/image/upload/t_cb-default-original/rpgsaioxf4nmvqq0akrm,Deliverect,B,1,237,DELIVERECT
United States,North America,Kleiner Perkins,https://www.crunchbase.com/organization/dexterity-93d4,https://images.crunchbase.com/image/upload/t_cb-default-original/xsjh6bdueqbr5hxbcjhg,Dexterity,B,1,196,DEXTERITY
United States,North America,Lightspeed Venture Partners,https://www.crunchbase.com/organization/dexterity-93d4,https://images.crunchbase.com/image/upload/t_cb-default-original/xsjh6bdueqbr5hxbcjhg,Dexterity,B,1,196,DEXTERITY
United States,North America,Andreessen Horowitz,https://www.crunchbase.com/organization/astranis,https://images.crunchbase.com/image/upload/t_cb-default-original/zzsuroezi7yfy6zhlqkp,Astranis,B,1,703,ASTRANIS
United States,North America,BAM Elevate,https://www.crunchbase.com/organization/astranis,https://images.crunchbase.com/image/upload/t_cb-default-original/zzsuroezi7yfy6zhlqkp,Astranis,B,1,703,ASTRANIS
United States,North America,Wellington Management,https://www.crunchbase.com/organization/away-2,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Away,B,1,181,AWAY
Spain,Europe,Mutua Madrileña,https://www.crunchbase.com/organization/cabify,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Cabify,B,1,472,CABIFY
United Kingdom,Europe,The Twenty Minute VC,https://www.crunchbase.com/organization/tripledot-studios,https://images.crunchbase.com/image/upload/t_cb-default-original/ejd3fymiabp8bzamwoya,Tripledot Studios,B,1,252,TRIPLEDOT STUDIOS
India,Asia,Sequoia Capital,https://www.crunchbase.com/organization/pristyn-care,https://images.crunchbase.com/image/upload/t_cb-default-original/nfhkqjstggenitsovlc2,Pristyn Care,B,1,177,PRISTYN CARE
United States,North America,Alumni Ventures,https://www.crunchbase.com/organization/coda-add7,https://images.crunchbase.com/image/upload/t_cb-default-original/ijpx5jhntmqqd73f8ywt,Coda,B,1,240,CODA
Sweden,Europe,Blackstone Group,https://www.crunchbase.com/organization/epidemic-sound,https://images.crunchbase.com/image/upload/t_cb-default-original/wiizhpao8cgbaydc9lgd,Epidemic Sound,B,1,509,EPIDEMIC SOUND
Sweden,Europe,EQT,https://www.crunchbase.com/organization/epidemic-sound,https://images.crunchbase.com/image/upload/t_cb-default-original/wiizhpao8cgbaydc9lgd,Epidemic Sound,B,1,509,EPIDEMIC SOUND
United States,North America,SoftBank Vision Fund,https://www.crunchbase.com/organization/papa-technologies-llc,https://images.crunchbase.com/image/upload/t_cb-default-original/f41f046afebf492aa35d3c1b4e2413f8,Papa,B,1,241,PAPA
United States,North America,Tiger Global Management,https://www.crunchbase.com/organization/konghq,https://images.crunchbase.com/image/upload/t_cb-default-original/zwo4m5iqzu6nq1kpyz79,Kong,B,1,249,KONG
Philippines,Asia,Susquehanna International Group (SIG),https://www.crunchbase.com/organization/voyager-innovations,https://images.crunchbase.com/image/upload/t_cb-default-original/suk5uzvp4yas5oloi6a0,Voyager Innovations,B,1,502,VOYAGER INNOVATIONS
United States,North America,Riverwood Capital,https://www.crunchbase.com/organization/degreed,https://images.crunchbase.com/image/upload/t_cb-default-original/ybqvrhunwsneyc2vyyt8,Degreed,B,1,390,DEGREED
United States,North America,Sapphire Ventures,https://www.crunchbase.com/organization/degreed,https://images.crunchbase.com/image/upload/t_cb-default-original/ybqvrhunwsneyc2vyyt8,Degreed,B,1,390,DEGREED
United States,North America,Goodwater Capital,https://www.crunchbase.com/organization/stash-5,https://images.crunchbase.com/image/upload/t_cb-default-original/ey5cs0lj1cyrlmxpnr6s,Stash,B,1,426,STASH
United States,North America,T. Rowe Price,https://www.crunchbase.com/organization/stash-5,https://images.crunchbase.com/image/upload/t_cb-default-original/ey5cs0lj1cyrlmxpnr6s,Stash,B,1,426,STASH
Israel,Asia,Alkeon Capital,https://www.crunchbase.com/organization/firebolt-analytics,https://images.crunchbase.com/image/upload/t_cb-default-original/u51ufnu0qchzwgkmkbvk,Firebolt,B,1,264,FIREBOLT
India,Asia,Jump Crypto,https://www.crunchbase.com/organization/hike,https://images.crunchbase.com/image/upload/t_cb-default-original/xlbvzp2ab7ykvtfrwksq,Hike,B,1,261,HIKE
United States,North America,Mitsubishi UFJ Financial Group,https://www.crunchbase.com/organization/symphony-3,https://images.crunchbase.com/image/upload/t_cb-default-original/lwcqobhzjasmj595l5k3,Symphony Communication Services,B,1,511,SYMPHONY COMMUNICATION SERVICES
United States,North America,Standard Chartered Bank,https://www.crunchbase.com/organization/symphony-3,https://images.crunchbase.com/image/upload/t_cb-default-original/lwcqobhzjasmj595l5k3,Symphony Communication Services,B,1,511,SYMPHONY COMMUNICATION SERVICES
United States,North America,In-Q-Tel,https://www.crunchbase.com/organization/taxbit,https://images.crunchbase.com/image/upload/t_cb-default-original/ou7qwnslhix71fxlg7h9,TaxBit,B,1,253,TAXBIT
United States,North America,Hanaco Venture Capital,https://www.crunchbase.com/organization/route-b905,https://images.crunchbase.com/image/upload/t_cb-default-original/iquak9ngbgafzungmdpn,Route,B,1,289,ROUTE
Singapore,Asia,Moore Strategic Ventures,https://www.crunchbase.com/organization/nium,https://images.crunchbase.com/image/upload/t_cb-default-original/z2wwvvwxmif54cxolbwf,Nium,B,1,338,NIUM
United States,North America,B Capital,https://www.crunchbase.com/organization/phenom-people,https://images.crunchbase.com/image/upload/t_cb-default-original/o1j9jq8i1hizm1rilb1p,Phenom,B,1,161,PHENOM
Spain,Europe,SoftBank Vision Fund,https://www.crunchbase.com/organization/travelperk,https://images.crunchbase.com/image/upload/t_cb-default-original/of04qsauezywyopwvzdk,TravelPerk,B,1,530,TRAVELPERK
United States,North America,AEI Horizon X,https://www.crunchbase.com/organization/sparkcognition,https://images.crunchbase.com/image/upload/t_cb-default-original/nnhovt4nvsbqz46iz2l5,SparkCognition,B,1,286,SPARKCOGNITION
United States,North America,Alan Howard,https://www.crunchbase.com/organization/sparkcognition,https://images.crunchbase.com/image/upload/t_cb-default-original/nnhovt4nvsbqz46iz2l5,SparkCognition,B,1,286,SPARKCOGNITION
China,Asia,Guangzhou Industrial Investment Group,https://www.crunchbase.com/organization/cansemi,https://images.crunchbase.com/image/upload/t_cb-default-original/fcqnahjhoqtmnzt6vngd,CanSemi,B,1,981,CANSEMI
United Kingdom,Europe,Mitsubishi Corporation,https://www.crunchbase.com/organization/ovo-energy-2,https://images.crunchbase.com/image/upload/t_cb-default-original/yankrqmwqcxepllcllvb,OVO Energy,B,1,581,OVO ENERGY
Brazil,South America,BBVA,https://www.crunchbase.com/organization/banco-neon,https://images.crunchbase.com/image/upload/t_cb-default-original/jzuz4fnetpldqflif8gk,Neon,B,1,827,NEON
Brazil,South America,Propel,https://www.crunchbase.com/organization/banco-neon,https://images.crunchbase.com/image/upload/t_cb-default-original/jzuz4fnetpldqflif8gk,Neon,B,1,827,NEON
China,Asia,Asia Investment Fund,https://www.crunchbase.com/organization/xingji-meizu,https://images.crunchbase.com/image/upload/t_cb-default-original/p57t5sqoaupz8nptw75n,Xingji Meizu,B,1,276,XINGJI MEIZU
China,Asia,Harvest Global Investments,https://www.crunchbase.com/organization/xingji-meizu,https://images.crunchbase.com/image/upload/t_cb-default-original/p57t5sqoaupz8nptw75n,Xingji Meizu,B,1,276,XINGJI MEIZU
,,,https://www.crunchbase.com/organization/longi-hydrogen-energy,https://images.crunchbase.com/image/upload/t_cb-default-original/146a4c2f479a429591b81a7e83c7931e,LONGi Hydrogen Energy,B,1,138,LONGI HYDROGEN ENERGY
United States,North America,Trish Costello,https://www.crunchbase.com/organization/everlywell,https://images.crunchbase.com/image/upload/t_cb-default-original/k7jiffhic6gxkwljmtyh,EverlyWell,B,1,250,EVERLYWELL
United States,North America,The Carlyle Group,https://www.crunchbase.com/organization/grand-rounds,https://images.crunchbase.com/image/upload/t_cb-default-original/nzvy76vpe8gyehm2mbt7,Included Health,B,1,344,INCLUDED HEALTH
United States,North America,Silver Lake Waterman,https://www.crunchbase.com/organization/movableink,https://images.crunchbase.com/image/upload/t_cb-default-original/bvngiyhfpjwff6crjw3m,Movable Ink,B,1,97,MOVABLE INK
United States,North America,Goldman Sachs,https://www.crunchbase.com/organization/memsql,https://images.crunchbase.com/image/upload/t_cb-default-original/i7ncj33fpuekgbjtxydq,SingleStore,B,1,414,SINGLESTORE
United States,North America,Prosperity7 Ventures,https://www.crunchbase.com/organization/memsql,https://images.crunchbase.com/image/upload/t_cb-default-original/i7ncj33fpuekgbjtxydq,SingleStore,B,1,414,SINGLESTORE
United States,North America,T. Rowe Price,https://www.crunchbase.com/organization/epirus,https://images.crunchbase.com/image/upload/t_cb-default-original/rs7bz1stxf8irxqj8pme,Epirus,B,1,287,EPIRUS
United States,North America,ION Crossover Partners,https://www.crunchbase.com/organization/at-bay,https://images.crunchbase.com/image/upload/t_cb-default-original/mwi8yrselgoygb1ay1qm,At-Bay,B,1,296,AT-BAY
China,Asia,Tencent,https://www.crunchbase.com/organization/koudai,https://images.crunchbase.com/image/upload/t_cb-default-original/meiafibox2dvfajpagcf,Weidian Group,B,1,368,WEIDIAN GROUP
China,Asia,JD.com,https://www.crunchbase.com/organization/leshi-zhixin-electronics-technology-tianjin,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",New Leshi Smart Home,B,1,2,NEW LESHI SMART HOME
China,Asia,Sunac China Holdings,https://www.crunchbase.com/organization/leshi-zhixin-electronics-technology-tianjin,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",New Leshi Smart Home,B,1,2,NEW LESHI SMART HOME
United States,North America,General Catalyst,https://www.crunchbase.com/organization/maven-clinic,https://images.crunchbase.com/image/upload/t_cb-default-original/wvytnlctkllv01wxf0dr,Maven Clinic,B,1,292,MAVEN CLINIC
Australia,Oceania,TCV,https://www.crunchbase.com/organization/employment-hero,https://images.crunchbase.com/image/upload/t_cb-default-original/ihrponnxzfuv1xwgwg5i,Employment Hero,B,1,460,EMPLOYMENT HERO
China,Asia,Tencent,https://www.crunchbase.com/organization/jaguar-microsystems,https://images.crunchbase.com/image/upload/t_cb-default-original/dk0atn27s2rkyilb4xi0,Jaguar Microsystems,B,1,0,JAGUAR MICROSYSTEMS
United States,North America,Owl Rock Capital,https://www.crunchbase.com/organization/signifyd,https://images.crunchbase.com/image/upload/t_cb-default-original/etuwqgkgfljdhgira7ea,Signifyd,B,1,409,SIGNIFYD
South Korea,Asia,,https://www.crunchbase.com/organization/gp-club,https://images.crunchbase.com/image/upload/t_cb-default-original/dvfhqokdca3iybickgxc,GP Club,B,1,67,GP CLUB
South Korea,Asia,GIC,https://www.crunchbase.com/organization/ridi,https://images.crunchbase.com/image/upload/t_cb-default-original/decj3bops2jyxow7mhbj,RIDI,B,1,181,RIDI
Saudi Arabia,Asia,Western Union,https://www.crunchbase.com/organization/stc-pay,https://images.crunchbase.com/image/upload/t_cb-default-original/k1im4etfe1ucnaefyaru,stc pay,B,1,200,STC PAY
United States,North America,Baillie Gifford,https://www.crunchbase.com/organization/humaninterest,https://images.crunchbase.com/image/upload/t_cb-default-original/z9th9zndksdexzlxpnzk,Human Interest,B,1,740,HUMAN INTEREST
United States,North America,Marshall Wace,https://www.crunchbase.com/organization/humaninterest,https://images.crunchbase.com/image/upload/t_cb-default-original/z9th9zndksdexzlxpnzk,Human Interest,B,1,740,HUMAN INTEREST
United States,North America,Alpha Wave Global,https://www.crunchbase.com/organization/athletic-greens,https://images.crunchbase.com/image/upload/t_cb-default-original/vlbozzdfrzkg1eajykic,Athletic Greens,B,1,115,ATHLETIC GREENS
United States,North America,Bezos Expeditions,https://www.crunchbase.com/organization/pilot-a94a,https://images.crunchbase.com/image/upload/t_cb-default-original/qamftpaddhg6fbkog65x,Pilot,B,1,172,PILOT
United States,North America,Sequoia Capital,https://www.crunchbase.com/organization/pilot-a94a,https://images.crunchbase.com/image/upload/t_cb-default-original/qamftpaddhg6fbkog65x,Pilot,B,1,172,PILOT
China,Asia,Gopher Asset Management,https://www.crunchbase.com/organization/kr-space,https://images.crunchbase.com/image/upload/t_cb-default-original/eqbwinhi8mevgdwqzdfd,Kr Space,B,1,482,KR SPACE
China,Asia,IDG Capital,https://www.crunchbase.com/organization/kr-space,https://images.crunchbase.com/image/upload/t_cb-default-original/eqbwinhi8mevgdwqzdfd,Kr Space,B,1,482,KR SPACE
United States,North America,SOFTBANK Latin America Ventures,https://www.crunchbase.com/organization/loadsmart,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Loadsmart,B,1,336,LOADSMART
United States,North America,Franklin Templeton,https://www.crunchbase.com/organization/stord,https://images.crunchbase.com/image/upload/t_cb-default-original/tc7bqfhuvquckzltdwwp,Stord,B,1,325,STORD
United States,North America,Kleiner Perkins,https://www.crunchbase.com/organization/intercom,https://images.crunchbase.com/image/upload/t_cb-default-original/tfq3os8meppps7cx93zh,Intercom,B,1,241,INTERCOM
United States,North America,Sapphire Ventures,https://www.crunchbase.com/organization/yugabyte,https://images.crunchbase.com/image/upload/t_cb-default-original/e7ei9zlsvnuzonw02qin,Yugabyte,B,1,291,YUGABYTE
United States,North America,Accel,https://www.crunchbase.com/organization/cointracker,https://images.crunchbase.com/image/upload/t_cb-default-original/plkohoyguwoklrdh2azf,CoinTracker,B,1,102,COINTRACKER
United States,North America,Left Lane Capital,https://www.crunchbase.com/organization/itrustcapital-inc,https://images.crunchbase.com/image/upload/t_cb-default-original/exu1dw0jamcfpiyr8mzl,iTrustCapital Inc.,B,1,128,ITRUSTCAPITAL INC.
Mexico,North America,QED Investors,https://www.crunchbase.com/organization/konfio,https://images.crunchbase.com/image/upload/t_cb-default-original/46e12c99fb1a4bff98931f99e8c06ab5,Konfio,B,1,378,KONFIO
Mexico,North America,Tarsadia Capital,https://www.crunchbase.com/organization/konfio,https://images.crunchbase.com/image/upload/t_cb-default-original/46e12c99fb1a4bff98931f99e8c06ab5,Konfio,B,1,378,KONFIO
Singapore,Asia,Guggenheim Investments,https://www.crunchbase.com/organization/one-championship,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",ONE Championship,B,1,515,ONE CHAMPIONSHIP
Singapore,Asia,Qatar Investment Authority,https://www.crunchbase.com/organization/one-championship,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",ONE Championship,B,1,515,ONE CHAMPIONSHIP
United States,North America,Zeev Ventures,https://www.crunchbase.com/organization/domestika,https://images.crunchbase.com/image/upload/t_cb-default-original/lpm9j7n4wcyz75xgmaqb,Domestika,B,1,130,DOMESTIKA
United States,North America,Treasury,https://www.crunchbase.com/organization/betterment,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Betterment,B,1,335,BETTERMENT
United States,North America,SoftBank Vision Fund,https://www.crunchbase.com/organization/flock-freight,https://images.crunchbase.com/image/upload/t_cb-default-original/tsnum4qydjsursrdasss,Flock Freight,B,1,399,FLOCK FREIGHT
China,Asia,Warburg Pincus,https://www.crunchbase.com/organization/haihe-biopharma,https://images.crunchbase.com/image/upload/t_cb-default-original/obvbadtayebqnsfefvcj,Haihe Biopharma,B,1,318,HAIHE BIOPHARMA
United States,North America,Silver Rock Group,https://www.crunchbase.com/organization/doc-com,https://images.crunchbase.com/image/upload/t_cb-default-original/smgdnjdpxh5w0yllwy7a,Doc.com,B,1,300,DOC.COM
United States,North America,Animoca Capital,https://www.crunchbase.com/organization/libra,https://images.crunchbase.com/image/upload/t_cb-default-original/m0tmlayykregdo80bmwo,Lukka,B,1,201,LUKKA
Australia,Oceania,Coatue,https://www.crunchbase.com/organization/linktree,https://images.crunchbase.com/image/upload/t_cb-default-original/eeq5ozmnpex2kgl1wfzt,Linktree,B,1,166,LINKTREE
Australia,Oceania,Index Ventures,https://www.crunchbase.com/organization/linktree,https://images.crunchbase.com/image/upload/t_cb-default-original/eeq5ozmnpex2kgl1wfzt,Linktree,B,1,166,LINKTREE
United States,North America,Intel Capital,https://www.crunchbase.com/organization/biofourmis-pte-ltd,https://images.crunchbase.com/image/upload/t_cb-default-original/ikqlrze06etnr0exnk4d,Biofourmis,B,1,464,BIOFOURMIS
United States,North America,GIC,https://www.crunchbase.com/organization/liftee,https://images.crunchbase.com/image/upload/t_cb-default-original/qttgvyhpcf5giahkaqlz,Zum,B,1,341,ZUM
United States,North America,Insight Partners,https://www.crunchbase.com/organization/distrokid,https://images.crunchbase.com/image/upload/t_cb-default-original/xpt72zdhjupxn2969cqh,DistroKid,B,1,0,DISTROKID
United States,North America,Nuovo Plus,https://www.crunchbase.com/organization/24m-technologies,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",24M Technologies,B,1,182,24M TECHNOLOGIES
United States,North America,Sequoia Capital,https://www.crunchbase.com/organization/clipboard-health,https://images.crunchbase.com/image/upload/t_cb-default-original/yleuepzj2qrmuc8ka4gm,Clipboard Health,B,1,94,CLIPBOARD HEALTH
Israel,Asia,Volvo Group Venture Capital,https://www.crunchbase.com/organization/optibus,https://images.crunchbase.com/image/upload/t_cb-default-original/ouhhlzyl5s6zskmibs39,Optibus,B,1,260,OPTIBUS
United States,North America,,https://www.crunchbase.com/organization/equashield-medical,https://images.crunchbase.com/image/upload/t_cb-default-original/i7lfgtvg5y0g12dj7yuf,Equashield,B,1,0,EQUASHIELD
United States,North America,Sixth Street,https://www.crunchbase.com/organization/master-control-inc,https://images.crunchbase.com/image/upload/t_cb-default-original/cksxbntph2rmi1qtaxut,MasterControl,B,1,150,MASTERCONTROL
India,Asia,NIIF,https://www.crunchbase.com/organization/ather-energy,https://images.crunchbase.com/image/upload/t_cb-default-original/peetwaecvi1rindpmfn2,Ather Energy,B,1,526,ATHER ENERGY
United States,North America,SoftBank,https://www.crunchbase.com/organization/mapbox,https://images.crunchbase.com/image/upload/t_cb-default-original/spdxcyf5xqdgyumngsn2,Mapbox,B,1,614,MAPBOX
United States,North America,Sixth Street,https://www.crunchbase.com/organization/certified-security-solutions,https://images.crunchbase.com/image/upload/t_cb-default-original/dmg4lz35s5stp30svxhk,Keyfactor,B,1,212,KEYFACTOR
United States,North America,Bio-Techne,https://www.crunchbase.com/organization/wilson-wolf-corporation,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Wilson Wolf Corporation,B,1,257,WILSON WOLF CORPORATION
China,Asia,,https://www.crunchbase.com/organization/shenzhen-byd-microelectronics,https://images.crunchbase.com/image/upload/t_cb-default-original/dh5lc5xrei6zbjho8yw1,BYD Semiconductor,B,1,378,BYD SEMICONDUCTOR
United States,North America,Draper Dragon,https://www.crunchbase.com/organization/gemini-99b2,https://images.crunchbase.com/image/upload/t_cb-default-original/ss8ghud8tzw5tikdub0m,Gemini,B,1,424,GEMINI
India,Asia,Tata Digital,https://www.crunchbase.com/organization/healthkart-plus,https://images.crunchbase.com/image/upload/t_cb-default-original/lzuoi4ozzrdtii4p2bz9,1mg,B,1,200,1MG
India,Asia,Warburg Pincus,https://www.crunchbase.com/organization/the-good-glamm-group,https://images.crunchbase.com/image/upload/t_cb-default-original/arlbjmfg4weitt5dkutd,The Good Glamm Group,B,1,184,THE GOOD GLAMM GROUP
China,Asia,Geely,https://www.crunchbase.com/organization/zhidou,https://images.crunchbase.com/image/upload/t_cb-default-original/cbomyyeyaqrjpodcgxie,Zhidou,B,1,2,ZHIDOU
China,Asia,Guangzhou Automobile Group,https://www.crunchbase.com/organization/juwan-technology,https://images.crunchbase.com/image/upload/t_cb-default-original/pxhvpu4vg2upxmf1jw3p,Juwan Technology,B,1,166,JUWAN TECHNOLOGY
United States,North America,Daniel Gross,https://www.crunchbase.com/organization/weights-biases,https://images.crunchbase.com/image/upload/t_cb-default-original/drpqob61kio8pml0bvs6,Weights & Biases,B,1,250,WEIGHTS & BIASES
United States,North America,Nat Friedman,https://www.crunchbase.com/organization/weights-biases,https://images.crunchbase.com/image/upload/t_cb-default-original/drpqob61kio8pml0bvs6,Weights & Biases,B,1,250,WEIGHTS & BIASES
India,Asia,Abu Dhabi Investment Authority,https://www.crunchbase.com/organization/purplle,https://images.crunchbase.com/image/upload/t_cb-default-original/oz4tsz4v1yflbt0wojpa,Purplle,B,1,416,PURPLLE
India,Asia,PremjiInvest,https://www.crunchbase.com/organization/purplle,https://images.crunchbase.com/image/upload/t_cb-default-original/oz4tsz4v1yflbt0wojpa,Purplle,B,1,416,PURPLLE
United States,North America,General Atlantic,https://www.crunchbase.com/organization/talos-trading,https://images.crunchbase.com/image/upload/t_cb-default-original/xl8ulayukaerxjac5xqh,Talos,B,1,145,TALOS
United States,North America,Tencent,https://www.crunchbase.com/organization/classdojo,https://images.crunchbase.com/image/upload/t_cb-default-original/vadd0dmlfuzt2w3fovk1,ClassDojo,B,1,191,CLASSDOJO
Ireland,Europe,Tencent,https://www.crunchbase.com/organization/flipdish,https://images.crunchbase.com/image/upload/t_cb-default-original/bgoebzh8znhl2etmolij,Flipdish,B,1,157,FLIPDISH
